Species, N  , ID                      , l_logepsX, logepsX, e_logepsX, l_[X/H], [X/H], l_[X/Fe], [X/Fe]
Mn     ,   3, SMSS J210021.85-653627.9,          , 3.1    ,      0.21,        , -2.33,         , -0.44
Mn     ,   5, SMSS J211340.44-520017.5,          , 2.64   ,      0.19,        , -2.79,         , -0.39
Mn     ,   3, SMSS J215805.81-651327.2,          , 1.27   ,      0.05,        , -4.16,         , -0.75
Mn     ,   6, SMSS J221448.33-453949.9,          , 2.35   ,      0.16,        , -3.08,         , -0.52
Mn     ,   7, SMSS J224838.41-550635.1,          , 1.93   ,      0.08,        , -3.5 ,         , -0.63
Mn     ,   3, SMSS J224843.95-543610.1,          , 2.61   ,      0.02,        , -2.82,         , -0.44
Mn     ,   3, SMSS J225851.25-265434.9,          , 2.02   ,      0.33,        , -3.41,         , 0.08
Mn     ,   3, SMSS J230013.16-263511.0,          , 1.61   ,      0.03,        , -3.82,         , -0.47
Mn     ,   3, SMSS J230113.95-291458.2,          , 2.58   ,      0.15,        , -2.85,         , -0.32
Mn     ,   3, 2MASS J23203653-3637223 ,          , 2.62   ,      0.14,        , -2.81,         , -0.18
Mn     ,   3, 2MASS J23261426-3719492 ,          , 2.81   ,      0.09,        , -2.62,         , -0.07
Fe I   , 203, SMSS J000113.96-363337.9,          , 5.18   ,      0.14,        , -2.32,         , 0.0
Fe I   , 203, SMSS J001039.86-525851.4,          , 5.18   ,      0.14,        , -2.32,         , 0.0
Fe I   , 182, SMSS J001952.15-525803.0,          , 4.94   ,      0.17,        , -2.56,         , 0.0
Fe I   , 122, SMSS J002148.06-471132.1,          , 4.33   ,      0.15,        , -3.17,         , 0.0
Fe I   , 123, SMSS J003055.81-482011.3,          , 4.97   ,      0.17,        , -2.53,         , -0.0
Fe I   ,  78, SMSS J003327.36-491037.9,          , 4.14   ,      0.14,        , -3.36,         , 0.0
Fe I   , 107, SMSS J004037.56-515025.2,          , 3.67   ,      0.12,        , -3.83,         , 0.0
Fe I   ,  44, SMSS J005953.98-594329.9,          , 3.57   ,      0.11,        , -3.93,         , 0.0
Fe I   , 157, SMSS J010332.63-534654.3,          , 4.47   ,      0.12,        , -3.03,         , 0.0
Fe I   , 131, SMSS J010651.91-524410.5,          , 3.71   ,      0.11,        , -3.79,         , -0.0
Fe I   , 169, SMSS J010839.58-285701.5,          , 4.48   ,      0.14,        , -3.02,         , 0.0
Fe I   , 130, SMSS J012147.80-495328.2,          , 5.91   ,      0.17,        , -1.59,         , 0.0
Fe I   , 180, SMSS J014624.60-352457.7,          , 4.69   ,      0.1 ,        , -2.81,         , 0.0
Fe I   , 159, SMSS J015350.94-775525.6,          , 4.88   ,      0.17,        , -2.62,         , 0.0
Fe I   , 149, SMSS J015941.53-781408.7,          , 4.39   ,      0.14,        , -3.11,         , 0.0
Fe I   , 145, 2MASS J02031860-7930291 ,          , 4.47   ,      0.12,        , -3.03,         , -0.0
Fe I   , 149, SMSS J020748.93-465616.4,          , 4.79   ,      0.12,        , -2.71,         , 0.0
Fe I   , 171, SMSS J021323.26-495936.5,          , 4.63   ,      0.11,        , -2.87,         , -0.0
Fe I   , 128, SMSS J022410.38-534659.9,          , 4.1    ,      0.14,        , -3.4 ,         , 0.0
Fe I   ,  96, SMSS J022423.27-573705.1,          , 3.53   ,      0.14,        , -3.97,         , 0.0
Fe I   ,  58, SMSS J022452.58-731051.8,          , 4.95   ,      0.17,        , -2.55,         , 0.0
Fe I   , 106, SMSS J022545.31-774119.9,          , 4.87   ,      0.16,        , -2.63,         , 0.0
Fe I   , 100, SMSS J022756.48-684256.6,          , 5.28   ,      0.09,        , -2.22,         , 0.0
Fe I   , 154, SMSS J023139.43-523957.4,          , 4.56   ,      0.1 ,        , -2.94,         , 0.0
Fe I   , 121, SMSS J023147.96-575341.7,          , 4.08   ,      0.12,        , -3.42,         , 0.0
Fe I   ,  97, SMSS J024643.28-352502.4,          , 4.13   ,      0.17,        , -3.37,         , -0.0
Fe I   ,  92, SMSS J024858.41-684306.4,          , 3.79   ,      0.09,        , -3.71,         , 0.0
Fe I   , 169, 2MASS J03084611-4747083 ,          , 5.94   ,      0.15,        , -1.56,         , 0.0
Fe I   ,  75, SMSS J031556.09-473442.1,          , 4.24   ,      0.11,        , -3.26,         , -0.0
Fe I   ,  90, SMSS J032132.29-363123.6,          , 4.1    ,      0.12,        , -3.4 ,         , 0.0
Fe I   ,  54, SMSS J033005.90-681352.5,          , 4.06   ,      0.1 ,        , -3.44,         , -0.0
Fe I   , 158, SMSS J034249.53-284216.0,          , 5.17   ,      0.14,        , -2.33,         , 0.0
Fe I   , 108, SMSS J040148.04-743537.3,          , 4.41   ,      0.1 ,        , -3.09,         , 0.0
Fe I   , 158, SMSS J041957.56-493818.3,          , 4.53   ,      0.14,        , -2.97,         , 0.0
Fe I   , 171, SMSS J051008.62-372019.8,          , 4.3    ,      0.1 ,        , -3.2 ,         , 0.0
Fe I   , 133, SMSS J055746.51-575057.4,          , 5.0    ,      0.12,        , -2.5 ,         , 0.0
Fe I   , 176, SMSS J061725.30-600740.6,          , 4.78   ,      0.13,        , -2.72,         , 0.0
Fe I   , 159, SMSS J062609.83-590503.2,          , 4.73   ,      0.11,        , -2.77,         , 0.0
Fe I   , 133, SMSS J063447.15-622355.0,          , 4.09   ,      0.14,        , -3.41,         , 0.0
Fe I   , 187, SMSS J064349.43-653038.6,          , 5.02   ,      0.13,        , -2.48,         , 0.0
Fe I   , 177, SMSS J065014.40-614328.0,          , 4.32   ,      0.15,        , -3.18,         , 0.0
Fe I   , 191, SMSS J070257.95-600422.4,          , 4.88   ,      0.12,        , -2.62,         , 0.0
Fe I   ,  98, SMSS J080050.54-724620.6,          , 5.42   ,      0.13,        , -2.08,         , 0.0
Fe I   , 119, SMSS J085924.06-120104.9,          , 3.87   ,      0.13,        , -3.63,         , 0.0
Fe I   , 153, SMSS J090247.43-122755.0,          , 5.1    ,      0.11,        , -2.4 ,         , 0.0
Fe I   ,  98, SMSS J091210.40-064427.9,          , 4.86   ,      0.15,        , -2.64,         , 0.0
Fe I   ,  82, SMSS J093209.41-003435.8,          , 4.39   ,      0.22,        , -3.11,         , 0.0
Fe I   ,  22, 2MASS J09380777-0600392 ,          , 4.82   ,      0.1 ,        , -2.68,         , 0.0
Fe I   ,  40, SMSS J093829.27-070520.9,          , 5.16   ,      0.18,        , -2.34,         , 0.0
Fe I   ,  88, SMSS J094029.05-060935.0,          , 4.32   ,      0.1 ,        , -3.18,         , 0.0
Fe I   , 150, SMSS J094755.04-102724.7,          , 4.51   ,      0.13,        , -2.99,         , 0.0
Fe I   , 138, SMSS J095120.49-401431.3,          , 6.02   ,      0.12,        , -1.48,         , 0.0
Fe I   ,  65, SMSS J100251.13-000152.1,          , 4.88   ,      0.22,        , -2.62,         , 0.0
Fe I   ,  84, 2MASS J10242264-2904203 ,          , 4.37   ,      0.15,        , -3.13,         , 0.0
Fe I   , 101, 2MASS J10275895-3006391 ,          , 4.54   ,      0.13,        , -2.96,         , 0.0
Fe I   ,  28, 2MASS J10283035-2951115 ,          , 5.11   ,      0.16,        , -2.39,         , 0.0
Fe I   , 194, 2MASS J10294248-0103238 ,          , 5.11   ,      0.18,        , -2.39,         , 0.0
Fe I   , 160, SMSS J105320.99-435300.1,          , 5.64   ,      0.12,        , -1.86,         , 0.0
Fe I   , 145, SMSS J105438.86-435819.9,          , 5.52   ,      0.12,        , -1.98,         , 0.0
Fe I   ,  51, SMSS J110850.60-080034.7,          , 4.6    ,      0.11,        , -2.9 ,         , 0.0
Fe I   , 181, SMSS J121353.63-441911.2,          , 4.91   ,      0.11,        , -2.59,         , 0.0
Fe I   , 165, SMSS J121716.48-442510.2,          , 5.4    ,      0.14,        , -2.1 ,         , 0.0
Fe I   ,  86, SMSS J122455.61-151134.0,          , 4.88   ,      0.17,        , -2.62,         , 0.0
Fe I   ,  95, SMSS J123158.00-162317.6,          , 4.87   ,      0.16,        , -2.63,         , 0.0
Fe I   , 107, SMSS J123246.06-054559.1,          , 4.47   ,      0.11,        , -3.03,         , 0.0
Fe I   , 113, SMSS J125115.37-331448.1,          , 4.86   ,      0.16,        , -2.64,         , 0.0
Fe I   ,  95, SMSS J125125.64-340343.4,          , 4.98   ,      0.16,        , -2.52,         , 0.0
Fe I   ,  80, SMSS J125451.18-334440.3,          , 4.69   ,      0.15,        , -2.81,         , 0.0
Fe I   ,  72, SMSS J125804.65-335045.1,          , 4.06   ,      0.1 ,        , -3.44,         , 0.0
Fe I   , 171, SMSS J130537.01-294438.3,          , 5.15   ,      0.15,        , -2.35,         , -0.0
Fe I   , 110, SMSS J133013.61-434632.4,          , 4.96   ,      0.13,        , -2.54,         , 0.0
Fe I   , 154, SMSS J133532.32-210632.9,          , 4.77   ,      0.11,        , -2.73,         , 0.0
Fe I   , 148, SMSS J135217.78-151405.7,          , 4.94   ,      0.14,        , -2.56,         , -0.0
Fe I   , 124, SMSS J135625.09-161538.7,          , 4.74   ,      0.15,        , -2.76,         , 0.0
Fe I   , 139, SMSS J135819.95-150937.4,          , 4.92   ,      0.16,        , -2.58,         , 0.0
Fe I   , 174, SMSS J141547.72-414034.0,          , 5.24   ,      0.11,        , -2.26,         , 0.0
Fe I   , 122, SMSS J143511.34-420326.5,          , 4.35   ,      0.11,        , -3.15,         , 0.0
Fe I   ,  66, SMSS J151101.05-182103.0,          , 4.79   ,      0.15,        , -2.71,         , 0.0
Fe I   ,  80, SMSS J151450.18-182946.0,          , 4.77   ,      0.2 ,        , -2.73,         , 0.0
Fe I   , 177, SMSS J155430.57-263904.8,          , 4.89   ,      0.12,        , -2.61,         , 0.0
Fe I   , 150, SMSS J155628.74-165533.4,          , 4.71   ,      0.12,        , -2.79,         , 0.0
Fe I   , 138, SMSS J160447.75-293146.7,          , 4.84   ,      0.12,        , -2.66,         , 0.0
Fe I   , 143, SMSS J164921.94-041943.9,          , 5.26   ,      0.1 ,        , -2.24,         , 0.0
Fe I   , 176, SMSS J165023.82-252948.7,          , 5.02   ,      0.13,        , -2.48,         , 0.0
Fe I   , 154, SMSS J165219.76-253133.7,          , 5.3    ,      0.11,        , -2.2 ,         , 0.0
Fe I   , 112, SMSS J173823.36-145701.0,          , 3.92   ,      0.12,        , -3.58,         , 0.0
Fe I   , 161, SMSS J174048.48-143635.6,          , 5.0    ,      0.12,        , -2.5 ,         , 0.0
Fe I   , 150, SMSS J174916.38-455427.5,          , 4.99   ,      0.12,        , -2.51,         , 0.0
Fe I   , 137, SMSS J174922.26-455103.8,          , 4.73   ,      0.12,        , -2.77,         , 0.0
Fe I   , 113, SMSS J175021.86-414627.2,          , 4.74   ,      0.11,        , -2.76,         , 0.0
Fe I   , 155, SMSS J175046.30-425506.9,          , 5.33   ,      0.14,        , -2.17,         , 0.0
Fe I   , 146, SMSS J175738.37-454823.5,          , 5.04   ,      0.15,        , -2.46,         , 0.0
Fe I   , 143, SMSS J183246.49-343434.2,          , 4.5    ,      0.14,        , -3.0 ,         , 0.0
Fe I   , 161, SMSS J183753.10-380725.9,          , 4.51   ,      0.15,        , -2.99,         , 0.0
Fe I   ,  80, SMSS J184226.25-272602.7,          , 3.61   ,      0.11,        , -3.89,         , 0.0
Fe I   ,  77, SMSS J184825.29-305929.7,          , 3.85   ,      0.14,        , -3.65,         , 0.0
Fe I   , 156, SMSS J185628.44-231809.8,          , 4.51   ,      0.15,        , -2.99,         , 0.0
Fe I   , 113, SMSS J190549.33-214945.0,          , 4.39   ,      0.11,        , -3.11,         , 0.0
Fe I   , 153, SMSS J190911.03-213207.5,          , 5.1    ,      0.15,        , -2.4 ,         , 0.0
Fe I   ,  63, SMSS J190931.13-214053.9,          , 4.17   ,      0.12,        , -3.33,         , 0.0
Fe I   ,  67, SMSS J191802.51-851523.0,          , 4.88   ,      0.11,        , -2.62,         , 0.0
Fe I   ,  78, SMSS J193528.46-462129.6,          , 4.11   ,      0.11,        , -3.39,         , -0.0
Fe I   , 103, SMSS J193617.38-790231.4,          , 6.21   ,      0.11,        , -1.29,         , 0.0
Fe I   , 103, SMSS J194432.13-720537.1,          , 5.07   ,      0.11,        , -2.43,         , 0.0
Fe I   ,  99, SMSS J195614.75-320145.9,          , 5.19   ,      0.11,        , -2.31,         , 0.0
Fe I   , 188, SMSS J195931.70-643529.3,          , 4.92   ,      0.18,        , -2.58,         , 0.0
Fe I   ,  76, SMSS J200228.85-533114.4,          , 4.28   ,      0.16,        , -3.22,         , 0.0
Fe I   ,  56, SMSS J200654.42-321157.7,          , 4.25   ,      0.21,        , -3.25,         , 0.0
Fe I   , 100, SMSS J202057.49-522417.2,          , 4.38   ,      0.12,        , -3.12,         , -0.0
Fe I   ,  82, SMSS J202123.89-515742.8,          , 4.89   ,      0.22,        , -2.61,         , -0.0
Fe I   , 132, SMSS J205313.80-651830.6,          , 4.88   ,      0.11,        , -2.62,         , 0.0
Fe I   , 159, SMSS J210021.85-653627.9,          , 5.61   ,      0.11,        , -1.89,         , 0.0
Fe I   , 109, SMSS J211340.44-520017.5,          , 5.1    ,      0.11,        , -2.4 ,         , 0.0
Fe I   ,  80, SMSS J215805.81-651327.2,          , 4.09   ,      0.11,        , -3.41,         , 0.0
Fe I   , 129, SMSS J221448.33-453949.9,          , 4.94   ,      0.15,        , -2.56,         , 0.0
Fe I   , 125, SMSS J224838.41-550635.1,          , 4.63   ,      0.16,        , -2.87,         , 0.0
Fe I   , 112, SMSS J224843.95-543610.1,          , 5.12   ,      0.12,        , -2.38,         , 0.0
Fe I   ,  82, SMSS J225851.25-265434.9,          , 4.02   ,      0.17,        , -3.48,         , 0.0
Fe I   , 133, SMSS J230013.16-263511.0,          , 4.15   ,      0.16,        , -3.35,         , 0.0
Fe I   , 139, SMSS J230113.95-291458.2,          , 4.97   ,      0.19,        , -2.53,         , -0.0
Fe I   , 135, 2MASS J23203653-3637223 ,          , 4.87   ,      0.17,        , -2.63,         , 0.0
Fe I   , 151, 2MASS J23261426-3719492 ,          , 4.95   ,      0.14,        , -2.55,         , 0.0
Fe II  ,  18, SMSS J000113.96-363337.9,          , 5.19   ,      0.08,        , -2.31,         , 0.02
Fe II  ,  20, SMSS J001039.86-525851.4,          , 5.2    ,      0.08,        , -2.3 ,         , 0.01
Fe II  ,  16, SMSS J001952.15-525803.0,          , 4.94   ,      0.1 ,        , -2.56,         , -0.0
Fe II  ,   9, SMSS J002148.06-471132.1,          , 4.35   ,      0.09,        , -3.15,         , 0.01
Fe II  ,   6, SMSS J003055.81-482011.3,          , 4.97   ,      0.1 ,        , -2.53,         , 0.0
Fe II  ,   6, SMSS J003327.36-491037.9,          , 4.15   ,      0.06,        , -3.35,         , 0.01
Fe II  ,  11, SMSS J004037.56-515025.2,          , 3.7    ,      0.11,        , -3.8 ,         , 0.03
Fe II  ,   3, SMSS J005953.98-594329.9,          , 3.57   ,      0.1 ,        , -3.93,         , -0.0
Fe II  ,  15, SMSS J010332.63-534654.3,          , 4.49   ,      0.09,        , -3.01,         , 0.03
Fe II  ,  10, SMSS J010651.91-524410.5,          , 3.72   ,      0.07,        , -3.78,         , 0.01
Fe II  ,  11, SMSS J010839.58-285701.5,          , 4.48   ,      0.1 ,        , -3.02,         , -0.0
Fe II  ,  15, SMSS J012147.80-495328.2,          , 5.91   ,      0.09,        , -1.59,         , 0.0
Fe II  ,  14, SMSS J014624.60-352457.7,          , 4.71   ,      0.07,        , -2.79,         , 0.02
Fe II  ,  16, SMSS J015350.94-775525.6,          , 4.9    ,      0.11,        , -2.6 ,         , 0.01
Fe II  ,   8, SMSS J015941.53-781408.7,          , 4.39   ,      0.06,        , -3.11,         , 0.0
Fe II  ,  12, 2MASS J02031860-7930291 ,          , 4.48   ,      0.08,        , -3.02,         , 0.01
Fe II  ,  11, SMSS J020748.93-465616.4,          , 4.82   ,      0.07,        , -2.68,         , 0.04
Fe II  ,  19, SMSS J021323.26-495936.5,          , 4.64   ,      0.11,        , -2.86,         , 0.01
Fe II  ,  10, SMSS J022410.38-534659.9,          , 4.11   ,      0.12,        , -3.39,         , 0.02
Fe II  ,   6, SMSS J022423.27-573705.1,          , 3.55   ,      0.08,        , -3.95,         , 0.01
Fe II  ,   7, SMSS J022452.58-731051.8,          , 4.97   ,      0.12,        , -2.53,         , 0.02
Fe II  ,   8, SMSS J022545.31-774119.9,          , 4.88   ,      0.09,        , -2.62,         , 0.01
Fe II  ,  18, SMSS J022756.48-684256.6,          , 5.27   ,      0.14,        , -2.23,         , -0.0
Fe II  ,  14, SMSS J023139.43-523957.4,          , 4.57   ,      0.09,        , -2.93,         , 0.01
Fe II  ,   8, SMSS J023147.96-575341.7,          , 4.08   ,      0.08,        , -3.42,         , 0.0
Fe II  ,   8, SMSS J024643.28-352502.4,          , 4.16   ,      0.1 ,        , -3.34,         , 0.03
Fe II  ,   5, SMSS J024858.41-684306.4,          , 3.79   ,      0.04,        , -3.71,         , -0.0
Fe II  ,  16, 2MASS J03084611-4747083 ,          , 5.94   ,      0.07,        , -1.56,         , 0.0
Fe II  ,   6, SMSS J031556.09-473442.1,          , 4.25   ,      0.08,        , -3.25,         , 0.0
Fe II  ,   9, SMSS J032132.29-363123.6,          , 4.13   ,      0.04,        , -3.37,         , 0.03
Fe II  ,   4, SMSS J033005.90-681352.5,          , 4.06   ,      0.08,        , -3.44,         , 0.0
Fe II  ,  14, SMSS J034249.53-284216.0,          , 5.19   ,      0.08,        , -2.31,         , 0.01
